nr_albumu,nazwisko,imie,wiek,grupa
4927,Martina,Ayodele,21,4
4928,Diana,Praise,25,2
4929,Wiebke,Ayinde,20,3
4930,Ingrid,Emeka,24,3
4931,Eleonor,Ugonna,20,3
4932,Gertrud,Tobenna,22,4
4933,Monika,Chidi,22,3
4934,Laura,Chukwudi,20,3
4935,Gerda,Taye,24,1
4936,Zara,Oluwatobiloba,24,1
4937,Pauline,Olufemi,19,3
4938,Vanessa,Ayodeji,21,2
4939,Petra,Chibueze,21,3
4940,Janette,Olufemi,21,4
4941,Sibylle,Ovie,20,3
4942,Jasmin,Atiba,23,1
4943,Leonie,Ayodele,21,3
4944,Jutta,Chidi,21,2
4945,Sabine,Olamide,24,3
4946,Kathi,Taye,24,3
4947,Trude,Chukwudi,22,4
4948,Louise,Chibueze,20,3
4949,Franziska,Tobe,22,1
4950,Hedwig,Ovie,25,3
4951,Angela,Okey,21,1
4952,Bianca,Kayode,19,1
4953,Frieda,Temitope,24,2
4954,Ute,Kenechukwu,20,2
4955,Heidi,Oluwaseun,23,2
4956,Pauline,Temitope,24,3
4957,Janette,Ayodeji,21,2
4958,Anja,Amadi,20,2
4959,Lina,Obie,25,1
4960,Jutta,Ikenna,21,4
4961,Renate,Ugochukwu,23,1
4962,Tina,Ovie,21,2
4963,Anja,Rapheal,20,2
4964,Gerlinde,Olajuwon,21,3
4965,Olivia,Tobenna,25,3
4966,Christina,Olamide,21,3
4967,Lily,Geofrey,25,4
4968,Gerda,Oluwaseun,21,2
4969,Nicole,Obinna,22,2
4970,Jutta,Abayomi,20,2
4971,Beatrice,Chukwudi,24,3
4972,Astrid,Ade,23,1
4973,Elfriede,Uchenna,20,3
4974,Theresa,Efe,23,2
4975,Kristin,Oluwaseun,20,2
4976,Louise,Tobe,20,2
4977,Susi,Saheed,24,4
4978,Angelika,Adama,23,1
4979,Julia,Oluwaseyi,21,2
4980,Esther,Olajuwon,19,4
4981,Elsa,Rapheal,21,3
4982,Irene,Nnamdi,22,2
4983,Rosemarie,Chibueze,24,2
4984,Lili,Taiwo,21,4
4985,Rosa,Obinna,23,2
4986,Alexandra,Uchenna,22,1
4987,Waltraud,Ugonna,20,1
4988,Stefanie,Chike,22,4
4989,Janette,Chike,25,2
4990,Eleonor,Abayomi,24,1
4991,Irma,Chima,22,1
4992,Helga,Ade,22,2
4993,Gerlinde,Abayomi,22,1
4994,Renate,Ugonna,21,3
4995,Vanessa,Oluwafemi,24,3
4996,Nancy,Oluwatobiloba,24,3
4997,Sabrina,Oluwaseyi,24,2
4998,Nicole,Uchenna,23,2
4999,Thea,Adama,22,1
5000,Sophie,Kelechi,21,3
